Timestamp,What name do you go by in the discord?,What is your discord @? (ex: @masterdaav),What is the Highest league you have reached?,Bracket,Ace,Agent,Apex,Atomic,Bandit,Bison,Centaur,Chinese Van,Comet,Conqueror,Coupe,Cyber,Electron,Elixeer,Duster,Expedition,Fang,Firearrow,Fortress,Flower,Fury,Ghost,Glamour,Hammer,Hopper,Hornet,Horizon,Kaiju,Kobra,Koi,Krystal Ship,Leap,Mamba,Mantis,Maverick,Memphis,Merlin,Millenium,Minni,Monster Car,Neon,Nightown,Polluter,Predator,Project,Roamer,Rodeo,Ronin,Safari,Satin,Taxi,Thor,Timber,Time Machine,Tofu,Tow Truck,Wild West,Wingman,Protos,Quantum,Jackpot,Startup,Scorpion,Samurai,Spectre
09/01/2025 19:45,Choochgod,@choochgod,35,,Don't have/cannot upgrade,S,S,S,S,SS,S,SS,S,SS,A,SS,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,A,S,SS,S,S,Don't have/cannot upgrade,S,SS,S,A,SSS,S,S,SS,S,S,S,S,Don't have/cannot upgrade,SS,SS,S,SS,SS,SS,S,SS,Don't have/cannot upgrade,S,SSS,SS,S,S,S,SS,SS,SS,S,SS,A,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/29/2025 16:56:23,ElGee,@elgeepa,34,,Don't have/cannot upgrade,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SSS,Don't have/cannot upgrade,SSS,S,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,SSS,SS,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/01/2025 03:22,BOB STONE,@bob_stone,34,,Don't have/cannot upgrade,SS,SS,SS,S,A,Don't have/cannot upgrade,S,SS,Don't have/cannot upgrade,A,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,S,S,SS,S,S,SS,SS,S,SS,A,Don't have/cannot upgrade,Don't have/cannot upgrade,S,SS,S,S,S,S,Don't have/cannot upgrade,SS,S,S,A,SS,SS,S,S,S,A,SS,S,SS,S,SS,S,S,SSS,SS,S,SS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/28/2025 19:38:09,autumnful   ,@autumnful,34,,Don't have/cannot upgrade,SS,S,S,S,S,S,S,S,S,S,Don't have/cannot upgrade,S,SS,Don't have/cannot upgrade,SS,S,Don't have/cannot upgrade,S,S,S,S,SS,S,S,S,S,SS,S,SS,SS,S,S,Don't have/cannot upgrade,S,S,SS,S,S,S,S,S,S,S,S,S,S,SS,S,S,SS,SS,S,S,SS,S,SS,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,S,S
8/28/2025 20:06:39,at1113_56435,@a1113,34,,SSS,SS,SS,SS,SSS,SS,Don't have/cannot upgrade,SS,SS,SSS,SS,SSS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SSS,SSS,SSS,SS,SSS,Don't have/cannot upgrade,SS,SS,SSS,SSS,S,SSS,SSS,SSS,SS,SSS,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,SSS,S,SSS,SS,SSS,SSS,SSS,SS,Don't have/cannot upgrade,SSS,SSS,SS,SSS,SSS,SSS,Don't have/cannot upgrade,SS,SSS,SSS,SSS,SSS,SSS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/29/2025 6:36:05,ascendis  ,@joporsche,34,,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,A,A,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,A,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,A,Don't have/cannot upgrade,A,S,S,S,SS,SS,SS,S,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/01/2025 16:32,XXX_JeVader_XXX,@XXX_JeVader_XXX,34,,S,SS,SSS,SSS,SS,SS,Don't have/cannot upgrade,SSS,SSS,SS,SSS,SSS,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SS,SSS,SSS,SSS,SSS,S,SSS,SSS,SSS,SS,SS,SSS,SSS,SSS,SSS,SS,S,SSS,Don't have/cannot upgrade,SSS,SSS,SSS,SSS,SSS,SSS,SSS,SS,SS,SSS,SS,SSS,SSS,SSS,SS,SS,SSS,SSS,SSS,SSS,SSS,SSS,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade
09/01/2025 16:48,Bielikciponator3000,@ciponator3000,34,,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/01/2025 17:16,AhsokaBee,@ahsokabee,34,,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,SS,SS,SS,SS,Don't have/cannot upgrade,SS,SSS,Don't have/cannot upgrade,S,S,SS,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SSS,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SSS,SSS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade
09/02/2025 12:56,SundayTroll🇮🇹,@giuwannktm,34,,Don't have/cannot upgrade,SS,SS,SS,SS,SS,Don't have/cannot upgrade,SS,SS,SS,SS,SSS,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,SS,SS,SS,S,SS,SSS,S,SS,SSS,SS,SS,S,SS,SS,SSS,SS,SS,SSS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,SS,SS,SS,SSS,SSS,SS,SS,S,SS,SSS,SS,SS,SS,SS,SSS,SSS,SS,SS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/27/2025 22:52:33,starrrrr.,@office369,33,,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,S,A,Don't have/cannot upgrade,S,S,S,A,SS,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,A,SS,S,S,SS,A,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,S,S,A,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,A,S,SS,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,S,A,S,Don't have/cannot upgrade,S,S,S,S,A,A,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS
8/28/2025 9:41:39,phá đám,@phadam_,33,,Don't have/cannot upgrade,S,S,S,S,S,Don't have/cannot upgrade,S,SS,SS,A,S,A,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,S,A,S,S,S,Don't have/cannot upgrade,S,S,S,A,SS,Don't have/cannot upgrade,SS,S,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,SS,SS,SS,A,S,S,S,S,Don't have/cannot upgrade,S,S,S,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,S,SS,S,S,S,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/01/2025 16:46,lubiezabki420,@lubiezabki4200890,33,,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/01/2025 16:50,3dg0r,@3dg0r,33,,S,SSS,S,SS,S,SS,Don't have/cannot upgrade,SS,SS,SS,SS,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,SS,SS,SS,SSS,S,SSS,SSS,SS,S,SSS,SS,S,SSS,SSS,SS,Don't have/cannot upgrade,SSS,SS,Don't have/cannot upgrade,SS,SS,SS,SS,SSS,SS,SSS,S,SSS,SS,S,SS,S,SS,S,SS,SSS,SS,SS,SS,S,Don't have/cannot upgrade,S,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,S,SS
09/01/2025 17:06,Xan,@xaniboo72,33,,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,Don't have/cannot upgrade,S,A,Don't have/cannot upgrade,S,A,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,A,S,SS,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,Don't have/cannot upgrade,S,A,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,S,S,A,S,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,S,A,S,Don't have/cannot upgrade,A,SS,S,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade
09/01/2025 17:58,『𝔸𝕝𝕖𝕩』☯,@alex_ackerman13,33,,Don't have/cannot upgrade,SS,SS,S,SS,S,Don't have/cannot upgrade,A,SS,S,SS,SS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,S,A,S,S,A,S,S,Don't have/cannot upgrade,S,A,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,SS,SS,Don't have/cannot upgrade,S,SS,Don't have/cannot upgrade,S,S,SS,S,A,SS,S,Don't have/cannot upgrade,SS,SS,Don't have/cannot upgrade,SS,S,S,SS,SS,S,SS,SS,SS,A,Don't have/cannot upgrade,S,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,S
09/02/2025 07:47,Dekard,@dekarhd_26397,33,,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,S,S
09/02/2025 08:15,Dony,@dony_dc,33,,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,SS,SSS,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SSS,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,SS,SS,S,Don't have/cannot upgrade,SSS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S
09/02/2025 08:23,nano_0511,@nano_0511,33,,Don't have/cannot upgrade,S,S,S,SS,A,Don't have/cannot upgrade,A,A,S,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,A,A,A,A,S,S,S,A,A,Don't have/cannot upgrade,S,S,A,S,S,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,S,Don't have/cannot upgrade,S,A,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,S,S,S,SS,S,S,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade
09/02/2025 12:00,2much,@2much,33,,Don't have/cannot upgrade,S,S,S,S,S,S,A,S,SS,A,A,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,S,S,S,SS,Don't have/cannot upgrade,A,A,S,S,SSS,S,S,A,A,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,A,S,SS,S,S,S,S,Don't have/cannot upgrade,S,S,A,S,S,S,A,S,S,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/02/2025 12:04,Jujuonthewheels,@tyronesmithsonian,33,,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade
8/29/2025 14:54:45,7G,@7g0g7,32,,Don't have/cannot upgrade,S,Don't have/cannot upgrade,S,S,A,S,A,S,S,A,SS,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,A,S,A,A,SS,S,A,S,A,S,Don't have/cannot upgrade,SS,S,A,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,A,S,S,S,A,Don't have/cannot upgrade,S,S,A,S,S,S,Don't have/cannot upgrade,S,A,A,S,S,A,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S
09/01/2025 18:08,robert,@vertiqal,32,,Don't have/cannot upgrade,A,S,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,A,A,Don't have/cannot upgrade,A,Don't have/cannot upgrade,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,A,S,A,A,SS,S,A,S,S,Don't have/cannot upgrade,S,A,S,A,S,A,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,A,S,A,S,A,Don't have/cannot upgrade,A,Don't have/cannot upgrade,S,S,A,S,Don't have/cannot upgrade,S,SS,S,S,A,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
09/02/2025 01:42,Ashu,@ashvanden,32,,S,S,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,A,S,Don't have/cannot upgrade,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,S,Don't have/cannot upgrade,S,S,S,SS,S,S,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,A,SS,A,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,S,A,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,S,S,S,S,Don't have/cannot upgrade,S,SS,S,S,A,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade
09/03/2025 00:20,ogre250,@OGRE,32,,S,S,SSS,S,S,A,Don't have/cannot upgrade,S,A,Don't have/cannot upgrade,S,S,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,SS,A,A,S,A,S,S,A,S,S,Don't have/cannot upgrade,S,S,S,SS,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,S,SS,A,S,SS,Don't have/cannot upgrade,S,S,S,SS,S,S,Don't have/cannot upgrade,SS,SS,S,S,A,S,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade
8/27/2025 18:17:39,Charged,@kaetopotato._._37867,1,,Don't have/cannot upgrade,SS,S,SS,S,S,Don't have/cannot upgrade,A,S,S,SS,S,SS,S,Don't have/cannot upgrade,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,SS,S,S,S,SS,S,S,Don't have/cannot upgrade,S,A,S,S,S,S,S,S,S,S,S,S,SS,S,SS,S,S,S,S,S,S,S,S,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/27/2025 23:19:03,Lonely Rider - NOT QUALIFIED,@stxnce_playa,1,,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,A,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
8/28/2025 6:26:57,Theoretisch14,@theoretisch31,1,,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,S,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade,Don't have/cannot upgrade
